gene,quadrant_a,NK_log2FC_a,quadrant_b,NK_log2FC_b,same_quadrant,same_sign,within_fold,replicated
LMNA,unclassified,0.3383045839549293,unclassified,0.6233837688624021,True,True,True,True
PMF1,unclassified,0.1588590379504346,unclassified,0.211496613901644,True,True,True,True
CCT3,unclassified,0.0874708326851915,unclassified,-0.2352702757382709,True,False,False,False
APOA1BP,unclassified,0.0722909193084334,unclassified,-0.30398845178228645,True,False,False,False
GPATCH4,unclassified,0.246111595452832,unclassified,0.5417491384874105,True,True,False,False
ISG20L2,unclassified,0.0979106221721665,unclassified,0.14308486792945585,True,True,True,True
MRPL24,unclassified,0.2290468930814785,unclassified,0.5525786824904976,True,True,False,False
HDGF,unclassified,0.6111426527675947,unclassified,0.12339416791552694,True,True,False,False
PRCC,unclassified,0.1360077338517314,unclassified,0.16164939701734873,True,True,True,True
SH2D2A,unclassified,-0.439273587148435,unclassified,0.15511947890254857,True,False,False,False
MNDA,unclassified,0.1357396126195465,unclassified,0.6361399686553852,True,True,False,False
PYHIN1,unclassified,-0.6310188394112334,unclassified,-0.7997222649127201,True,True,True,True
IFI16,unclassified,-0.055239935955536,unclassified,0.1582196175715815,True,False,False,False
DUSP23,unclassified,0.235045334722662,unclassified,0.14179020895530145,True,True,True,True
FCRL6,Q3,-0.931116935840002,unclassified,-0.5686060276871109,False,True,True,False
TAGLN2,Q4,-0.0351005421504855,unclassified,0.21457504659924467,False,False,False,False
DCAF8,unclassified,0.1433491876208395,unclassified,0.01449080795943952,True,True,False,False
COPA,unclassified,0.310517958709319,unclassified,0.09667256506289335,True,True,False,False
NCSTN,unclassified,0.1385627920707859,unclassified,-0.3006434731081265,True,False,False,False
SLAMF6,unclassified,-0.3321660553319536,unclassified,-0.5662856487382789,True,True,True,True
CD84,unclassified,0.8267596806054944,unclassified,-0.6466658092161841,True,False,True,False
CD48,unclassified,-0.2270498633867484,unclassified,-0.1732265511605631,True,True,True,True
SLAMF7,unclassified,-0.1952955744413064,unclassified,0.07313372562056618,True,False,False,False
TSTD1,unclassified,0.2238785268464756,unclassified,0.042387663165205765,True,True,False,False
ARHGAP30,unclassified,-0.439947740169212,unclassified,-0.585441591261171,True,True,True,True
PFDN2,unclassified,0.2528051352589477,unclassified,0.02877169612906023,True,True,False,False
UFC1,unclassified,-0.0692853291170725,unclassified,-0.36770668347334895,True,True,False,False
B4GALT3,unclassified,0.0990722156932224,unclassified,-0.4272154982790457,True,False,False,False
NDUFS2,unclassified,-0.1556738766352036,unclassified,-0.27711116886699205,True,True,True,True
FCER1G,unclassified,-0.4653477436987699,unclassified,0.015480502968562265,True,False,False,False
SDHC,unclassified,0.0317791399008912,unclassified,-0.031067195199177108,True,False,True,False
FCGR2A,unclassified,0.6325170349786228,unclassified,-0.04356868407084634,True,False,False,False
HSPA6,unclassified,0.8310135624811491,unclassified,-0.2236242585197819,True,False,False,False
DUSP12,unclassified,0.0189664509678401,unclassified,-0.7724182210938496,True,False,False,False
ATF6,unclassified,0.086422516949728,unclassified,-0.5429740452581079,True,False,False,False
UHMK1,unclassified,-0.3025871637416965,unclassified,-0.2120004798678895,True,True,True,True
UAP1,unclassified,-0.0583952149461034,unclassified,-0.49877564971361166,True,True,False,False
HSD17B7,unclassified,0.2787475175909367,unclassified,-0.02567906947526972,True,False,False,False
MGST3,unclassified,-0.0137156175673126,unclassified,-0.18479735949589052,True,True,False,False
ALDH9A1,unclassified,0.0295014036588197,unclassified,0.15093117833608222,True,True,False,False
TMCO1,unclassified,-0.0592436428694154,unclassified,0.09087478760140462,True,False,True,False
CD247,unclassified,-0.7147418367769356,unclassified,-0.2850270034277842,True,True,False,False
CREG1,unclassified,0.6518851573330535,unclassified,0.20887861121885964,True,True,False,False
RCSD1,unclassified,-0.11160957189887,unclassified,-0.2940365161747622,True,True,False,False
MPC2,unclassified,0.2566326723339749,unclassified,-0.10068620393362443,True,False,False,False
TIPRL,unclassified,0.0450009381182422,unclassified,0.5241750388419114,True,True,False,False
SFT2D2,unclassified,-0.1738493421396173,unclassified,0.15205442866150948,True,False,True,False
XCL2,Q4,0.0521540865003895,unclassified,0.4240894018656653,False,True,False,False
XCL1,unclassified,0.5660116078376567,unclassified,1.379459797910921,True,True,False,False
ATP1B1,unclassified,0.9533312905994163,unclassified,1.0903363555235852,True,True,True,True
SELL,Q4,-0.0306839945646826,unclassified,0.9832970422219549,False,False,False,False
PRRC2C,unclassified,0.1886559565172711,unclassified,0.11035588287622931,True,True,True,True
PIGC,unclassified,-0.0504996967270092,unclassified,0.018329606865714252,True,False,False,False
PRDX6,unclassified,0.2703491671905708,unclassified,0.5725761039490443,True,True,False,False
RABGAP1L,unclassified,-0.1407798403029106,unclassified,0.04396784484044458,True,False,False,False
CACYBP,unclassified,0.2680459792539892,unclassified,-0.008491625438509377,True,False,False,False
MRPS14,unclassified,0.2269629619204238,unclassified,0.44515415224417343,True,True,True,True
TOR3A,unclassified,0.2226051034411517,unclassified,0.09839783553232657,True,True,False,False
ABL2,unclassified,0.722878376666094,unclassified,-0.5615080209746448,True,False,True,False
SOAT1,unclassified,0.1138096441857066,unclassified,-0.40105756150236205,True,False,False,False
TOR1AIP2,unclassified,0.262616315631664,unclassified,-0.2881603031190167,True,False,True,False
TOR1AIP1,unclassified,-0.206224729856951,unclassified,-0.10881837189687923,True,True,True,True
CEP350,unclassified,0.114585384330303,unclassified,0.15400318090877793,True,True,True,True
QSOX1,unclassified,0.4137396000568933,unclassified,-0.26033422923881416,True,False,True,False
ACBD6,unclassified,0.1023154025419165,unclassified,0.3202843970737125,True,True,False,False
MR1,unclassified,-0.0465313610482037,unclassified,-0.4618001853655099,True,True,False,False
IER5,unclassified,0.96482859481856,unclassified,0.35866501535333817,True,True,False,False
GLUL,unclassified,0.4866642665244373,unclassified,0.010472996135054945,True,True,False,False
DHX9,unclassified,0.1743376569387616,unclassified,-0.3568668005268615,True,False,False,False
ARPC5,unclassified,-0.2673756159674719,unclassified,-0.08052291658968135,True,True,False,False
TSEN15,unclassified,-0.147658804822881,unclassified,-0.09836325838033556,True,True,True,True
C1orf21,unclassified,-0.6557322825211682,unclassified,-0.36950164881508046,True,True,True,True
FAM129A,unclassified,-0.2164970702605136,unclassified,0.8026011032756298,True,False,False,False
IVNS1ABP,unclassified,0.049166908219251,unclassified,-0.05788010378844731,True,False,True,False
TPR,unclassified,0.1002503171620111,unclassified,-0.1186846888853579,True,False,True,False
RGS1,Q3,1.4321822989973405,unclassified,1.5885797759211917,False,True,True,False
RGS2,unclassified,0.5978684996764629,unclassified,0.28237516456412237,True,True,False,False
UCHL5,unclassified,-0.1618602647771813,unclassified,0.0006537425286363028,True,False,False,False
TROVE2,unclassified,-0.1410289443793711,unclassified,0.06008532741209633,True,False,False,False
CDC73,unclassified,-0.0937618288623363,unclassified,-0.14795123160312346,True,True,True,True
DENND1B,unclassified,0.18193586963792,unclassified,0.605525645440826,True,True,False,False
NEK7,unclassified,0.1584277908755261,unclassified,-0.20703208821553987,True,False,True,False
PTPRC,unclassified,-0.300014935686724,unclassified,-0.07772660783477842,True,True,False,False
ZNF281,unclassified,0.4424138747857723,unclassified,-0.06497150101558742,True,False,False,False
CSRP1,unclassified,0.1894158919277286,unclassified,0.05149549282258042,True,True,False,False
TIMM17A,unclassified,0.1682223025249472,unclassified,-0.13457801687069595,True,False,True,False
RNPEP,unclassified,-0.0728762456411693,unclassified,-0.06521400062579882,True,True,True,True
PTPN7,Q4,0.0119419440998014,unclassified,0.04203996946652979,False,True,False,False
RABIF,unclassified,0.0607175292713375,unclassified,-0.44809725325134253,True,False,False,False
ADIPOR1,unclassified,0.2918147623420052,unclassified,0.08794682505823477,True,True,False,False
TMEM183A,unclassified,0.0700061604211992,unclassified,-0.14434845602126747,True,False,False,False
BTG2,unclassified,0.8199631265067732,unclassified,0.41875733994575937,True,True,True,True
ATP2B4,unclassified,-0.2942882879781492,unclassified,-0.25756658461673876,True,True,True,True
LAX1,Q4,0.0775687559689898,unclassified,0.0015605338750527204,False,True,False,False
ZC3H11A,unclassified,0.1269367858399653,unclassified,0.1806120651590266,True,True,True,True
SNRPE,unclassified,0.1093058299204833,unclassified,-0.19537008396759153,True,False,True,False
PPP1R15B,unclassified,0.4958054182997109,unclassified,0.5587175516901756,True,True,True,True
MDM4,unclassified,0.0781849223740182,unclassified,-0.1928622871489841,True,False,False,False
ELK4,unclassified,-0.1147936760126222,unclassified,-0.059402813460186166,True,True,True,True
NUCKS1,unclassified,0.0845981236224962,unclassified,0.1344291449545753,True,True,True,True
RAB29,unclassified,-0.5583163368296723,unclassified,-0.48693843684979166,True,True,True,True
RASSF5,unclassified,-0.422176806712158,unclassified,-0.08883674850751873,True,True,False,False
MAPKAPK2,unclassified,0.2118553739453759,unclassified,-0.242585795877405,True,False,True,False
FCMR,Q4,-0.0522832047183402,unclassified,-0.22242410023431555,False,True,False,False
CD55,unclassified,0.1726043567419801,unclassified,-0.1335442780162156,True,False,True,False
CD46,unclassified,0.2307572681388145,unclassified,-0.29699950980704937,True,False,True,False
G0S2,unclassified,0.5867342495369385,unclassified,0.5407013360523351,True,True,True,True
TRAF3IP3,unclassified,-0.3858063660067464,unclassified,-0.38820969447725906,True,True,True,True
TRAF5,unclassified,0.2271945585139488,unclassified,0.7239368804848679,True,True,False,False
LPGAT1,unclassified,-0.0657425456278241,unclassified,0.28537762594229493,True,False,False,False
PPP2R5A,unclassified,-0.2977027103611117,unclassified,0.3695469608547656,True,False,True,False
NENF,unclassified,0.5400220951658907,unclassified,0.5748723281212954,True,True,True,True
ATF3,Q3,1.5362767708592593,unclassified,-0.11637091207084628,False,False,False,False
NSL1,unclassified,-0.0794691337306104,unclassified,-0.16019408230193874,True,True,False,False
ANGEL2,unclassified,-0.0348032398183661,unclassified,-0.3652363010413153,True,True,False,False
EPRS,unclassified,0.2756638800820785,unclassified,-0.31552738847506273,True,False,True,False
IARS2,unclassified,0.0353585774972536,unclassified,-0.7595111617621543,True,False,False,False
RAB3GAP2,unclassified,0.1958277104054998,unclassified,-0.35233378366074675,True,False,True,False
DUSP10,unclassified,0.6964129835754431,unclassified,0.7087024121095487,True,True,True,True
MIA3,unclassified,0.2236163501136573,unclassified,-0.29299514816326333,True,False,True,False
AIDA,unclassified,0.1389664068477283,unclassified,-0.5318370800875101,True,False,False,False
BROX,unclassified,-0.194505419686901,unclassified,-0.8310218535401332,True,True,False,False
CAPN2,unclassified,-0.0765945587362471,unclassified,-0.2881213285702966,True,True,False,False
DEGS1,unclassified,0.1508261422094323,unclassified,0.3794786564171291,True,True,False,False
CNIH4,unclassified,0.1777856232367355,unclassified,0.36857995390592213,True,True,False,False
WDR26,unclassified,0.2570658240884145,unclassified,-0.2126708714922214,True,False,True,False
LBR,unclassified,-0.185735335793594,unclassified,0.16543574138117265,True,False,True,False
SRP9,unclassified,-0.1185242005197431,unclassified,0.08355949429369602,True,False,True,False
PYCR2,unclassified,-0.0070465646306529,unclassified,-0.25525390837869777,True,True,False,False
H3F3A,unclassified,-0.0437556174016448,unclassified,0.03772573782105188,True,False,True,False
ACBD3,unclassified,0.2165272613797879,unclassified,-0.29851947939417073,True,False,True,False
PARP1,unclassified,0.337779743868057,unclassified,-0.07707657655146817,True,False,False,False
SNAP47,unclassified,0.2114155712240542,unclassified,-0.27690340938587404,True,False,True,False
ARF1,unclassified,0.037587164247889,unclassified,0.10912242285584038,True,True,False,False
C1orf35,unclassified,0.0202319533030938,unclassified,-0.07506135087309254,True,False,False,False
MRPL55,unclassified,0.1833051250357985,unclassified,-0.10926311740017514,True,False,True,False
GUK1,unclassified,0.0644875649649194,unclassified,-0.01653444047942688,True,False,False,False
RNF187,unclassified,0.0191489175092401,unclassified,0.1627639249705229,True,True,False,False
RAB4A,unclassified,0.0571069047507679,unclassified,-0.0037958145071361046,True,False,False,False
GALNT2,unclassified,0.5794869816669881,unclassified,0.6027640591763966,True,True,True,True
C1orf131,unclassified,-0.0165747646892338,unclassified,0.6735706931627539,True,False,False,False
GNPAT,unclassified,0.065367258641519,unclassified,-0.10187123345706485,True,False,True,False
TSNAX,unclassified,-0.301467435968469,unclassified,-0.27187893154396736,True,True,True,True
COA6,unclassified,0.1394264737529487,unclassified,-0.12412405721288335,True,False,True,False
IRF2BP2,unclassified,0.5147654845418146,unclassified,0.7100704156157437,True,True,True,True
TOMM20,unclassified,0.2561901797307216,unclassified,-0.05154557330414632,True,False,False,False
ARID4B,unclassified,-0.0742262982366722,unclassified,0.0039727718164552905,True,False,False,False
GGPS1,unclassified,0.0020619377910839,unclassified,-0.784972131822351,True,False,False,False
LYST,unclassified,-0.0233336509671045,unclassified,-0.07635407265424911,True,True,False,False
ERO1B,Q4,-0.0792369301852338,unclassified,0.11230153179630353,False,False,True,False
LGALS8,unclassified,0.3194878679128116,unclassified,0.3994481237461541,True,True,True,True
SDCCAG8,unclassified,0.4541251928481175,unclassified,0.37892573359393084,True,True,True,True
ADSS,unclassified,-0.3204100686717984,unclassified,0.041428200731500935,True,False,False,False
COX20,unclassified,0.1919459257825179,unclassified,-0.22984197640671783,True,False,True,False
HNRNPU-AS1,unclassified,0.5277776755372003,unclassified,-0.363637302509714,True,False,True,False
HNRNPU,unclassified,0.1273745126988481,unclassified,0.09265960547059636,True,True,True,True
SCCPDH,Q4,-0.0236562893029771,unclassified,0.1442067941709174,False,False,False,False
SH3YL1,unclassified,-0.0057069342780012,unclassified,0.4128582129319861,True,False,False,False
ACP1,unclassified,-0.0721334107538749,unclassified,-0.2817687021861762,True,True,False,False
TMEM18,unclassified,-0.036580733373342,unclassified,-0.49788497617880634,True,True,False,False
